timestamp,turn,decision,move,gold,life,number_of_mines
2025-12-12T11:58:27.096412,476,TAKE_NEAREST_MINE,South,240,77,1
2025-12-12T11:58:27.724905,480,TAKE_NEAREST_MINE,South,241,76,1
2025-12-12T11:58:28.353052,484,TAKE_NEAREST_MINE,South,242,75,1
2025-12-12T11:58:28.983615,488,TAKE_NEAREST_MINE,South,243,74,1
2025-12-12T11:58:29.611874,492,TAKE_NEAREST_MINE,South,244,73,1
2025-12-12T11:58:30.261432,496,TAKE_NEAREST_MINE,South,245,72,1
2025-12-12T11:58:30.916035,500,TAKE_NEAREST_MINE,South,246,71,1
2025-12-12T11:58:31.544375,504,TAKE_NEAREST_MINE,South,247,70,1
2025-12-12T11:58:32.204826,508,TAKE_NEAREST_MINE,East,249,49,2
2025-12-12T11:58:32.830234,512,TAKE_NEAREST_MINE,East,251,48,2
2025-12-12T11:58:33.482174,516,TAKE_NEAREST_MINE,North,253,47,2
2025-12-12T11:58:34.135936,520,TAKE_NEAREST_MINE,East,255,46,2
2025-12-12T11:58:34.764003,524,ATTACK_NEAREST,South,257,45,2
2025-12-12T11:58:35.391865,528,NEAREST_TAVERN,North,259,24,2
2025-12-12T11:58:36.049121,532,NEAREST_TAVERN,South,261,23,2
2025-12-12T11:58:36.689552,536,NEAREST_TAVERN,West,263,2,1
2025-12-12T11:58:37.325273,540,NEAREST_TAVERN,South,264,1,1
2025-12-12T11:58:37.953702,544,NEAREST_TAVERN,South,266,1,2
2025-12-12T11:58:38.581794,548,NEAREST_TAVERN,West,268,1,2
2025-12-12T11:58:39.213268,552,NEAREST_TAVERN,West,270,1,2
2025-12-12T11:58:39.843798,556,NEAREST_TAVERN,West,272,1,2
2025-12-12T11:58:40.470949,560,NEAREST_TAVERN,West,274,1,2
2025-12-12T11:58:41.128726,564,NEAREST_TAVERN,North,276,1,2
2025-12-12T11:58:41.767974,568,NEAREST_TAVERN,North,278,1,2
2025-12-12T11:58:42.405911,572,NEAREST_TAVERN,West,280,1,2
2025-12-12T11:58:43.044235,576,NEAREST_TAVERN,West,282,1,2
2025-12-12T11:58:43.685279,580,NEAREST_TAVERN,West,282,50,2
2025-12-12T11:58:44.315518,584,TAKE_NEAREST_MINE,South,282,99,2
2025-12-12T11:58:44.942493,588,TAKE_NEAREST_MINE,East,284,98,2
2025-12-12T11:58:45.593542,592,TAKE_NEAREST_MINE,South,286,97,2
2025-12-12T11:58:46.227121,596,TAKE_NEAREST_MINE,East,288,96,2
2025-12-12T11:58:46.862916,600,TAKE_NEAREST_MINE,East,290,95,2
2025-12-12T11:58:47.495121,604,ATTACK_NEAREST,East,292,94,2
2025-12-12T11:58:48.121190,608,ATTACK_NEAREST,East,294,93,2
2025-12-12T11:58:48.774407,612,ATTACK_NEAREST,North,296,92,2
2025-12-12T11:58:49.402501,616,ATTACK_NEAREST,North,298,91,2
2025-12-12T11:58:50.032552,620,ATTACK_NEAREST,South,300,90,2
2025-12-12T11:58:50.681931,624,TAKE_NEAREST_MINE,North,303,89,3
2025-12-12T11:58:51.305922,628,TAKE_NEAREST_MINE,North,306,68,3
2025-12-12T11:58:51.934769,632,TAKE_NEAREST_MINE,North,309,67,3
2025-12-12T11:58:52.562460,636,ATTACK_NEAREST,North,312,66,3
2025-12-12T11:58:53.194561,640,ATTACK_NEAREST,North,315,45,3
2025-12-12T11:58:53.822363,644,TAKE_NEAREST_MINE,North,318,44,3
2025-12-12T11:58:54.455700,648,TAKE_NEAREST_MINE,North,321,43,3
2025-12-12T11:58:55.086844,652,TAKE_NEAREST_MINE,North,324,42,3
2025-12-12T11:58:55.714276,656,TAKE_NEAREST_MINE,North,327,41,3
2025-12-12T11:58:56.344409,660,ATTACK_NEAREST,North,330,40,3
2025-12-12T11:58:56.977192,664,TAKE_NEAREST_MINE,North,333,39,2
2025-12-12T11:58:57.613569,668,TAKE_NEAREST_MINE,East,335,38,2
2025-12-12T11:58:58.244797,672,TAKE_NEAREST_MINE,East,337,37,2
2025-12-12T11:58:58.877609,676,TAKE_NEAREST_MINE,East,339,36,2
2025-12-12T11:58:59.503672,680,ENDGAME_TAVERN,East,341,35,2
2025-12-12T11:59:00.134073,684,ENDGAME_TAVERN,East,343,34,2
2025-12-12T11:59:00.763121,688,ENDGAME_TAVERN,South,345,33,2
2025-12-12T11:59:01.391688,692,ENDGAME_TAVERN,South,347,32,2
2025-12-12T11:59:02.043278,696,ENDGAME_TAVERN,East,349,31,2
2025-12-12T11:59:02.673133,700,NEAREST_TAVERN,East,351,30,2
2025-12-12T11:59:03.301672,704,ENDGAME_TAVERN,East,351,79,2
2025-12-12T11:59:03.951987,708,ENDGAME_TAVERN,East,351,99,2
2025-12-12T11:59:04.602274,712,ENDGAME_TAVERN,East,351,99,2
2025-12-12T11:59:05.232819,716,ENDGAME_TAVERN,East,351,99,2
2025-12-12T11:59:05.892634,720,ENDGAME_TAVERN,East,351,99,2
2025-12-12T11:59:06.516794,724,ENDGAME_TAVERN,East,351,99,2
2025-12-12T11:59:07.143774,728,ENDGAME_TAVERN,East,351,99,2
2025-12-12T11:59:07.774375,732,ENDGAME_TAVERN,East,351,99,2
2025-12-12T11:59:08.405901,736,ENDGAME_TAVERN,East,351,99,2
2025-12-12T11:59:09.031764,740,ENDGAME_TAVERN,East,351,99,2
2025-12-12T11:59:09.682706,744,ENDGAME_TAVERN,East,351,99,2
2025-12-12T11:59:10.330618,748,ENDGAME_TAVERN,East,351,99,2
2025-12-12T11:59:10.983846,752,ENDGAME_TAVERN,East,351,99,2
2025-12-12T11:59:11.612723,756,ENDGAME_TAVERN,East,351,99,2
2025-12-12T11:59:12.266481,760,ENDGAME_TAVERN,East,351,99,2
2025-12-12T11:59:12.895928,764,ENDGAME_TAVERN,East,351,99,2
2025-12-12T11:59:13.523299,768,ENDGAME_TAVERN,East,351,99,2
2025-12-12T11:59:14.153051,772,ENDGAME_TAVERN,East,351,99,2
2025-12-12T11:59:14.782998,776,ENDGAME_TAVERN,East,351,99,2
2025-12-12T11:59:15.441009,780,ENDGAME_TAVERN,East,351,99,2
2025-12-12T11:59:16.092915,784,ENDGAME_TAVERN,East,351,99,2
2025-12-12T11:59:16.723434,788,ENDGAME_TAVERN,East,351,99,2
2025-12-12T11:59:17.356110,792,ENDGAME_TAVERN,East,351,99,2
2025-12-12T11:59:17.987749,796,ENDGAME_TAVERN,East,351,99,2
2025-12-12T11:59:18.624549,800,DEFEND_MINE,North,351,99,2
