timestamp,turn,decision,move,gold,life,number_of_mines
2025-12-12T11:56:45.342517,636,NEAREST_TAVERN,West,336,22,2
2025-12-12T11:56:45.975235,640,NEAREST_TAVERN,West,338,21,2
2025-12-12T11:56:46.604580,644,TAKE_NEAREST_MINE,South,338,70,2
2025-12-12T11:56:47.234447,648,TAKE_NEAREST_MINE,East,340,69,2
2025-12-12T11:56:47.860033,652,TAKE_NEAREST_MINE,South,342,68,2
2025-12-12T11:56:48.509733,656,TAKE_NEAREST_MINE,East,344,67,2
2025-12-12T11:56:49.163718,660,TAKE_NEAREST_MINE,East,346,66,2
2025-12-12T11:56:49.823803,664,TAKE_NEAREST_MINE,North,348,65,2
2025-12-12T11:56:50.455591,668,TAKE_NEAREST_MINE,East,351,44,3
2025-12-12T11:56:51.086215,672,TAKE_NEAREST_MINE,East,354,43,3
2025-12-12T11:56:51.716575,676,TAKE_NEAREST_MINE,East,357,42,3
2025-12-12T11:56:52.340376,680,ENDGAME_TAVERN,East,360,41,3
2025-12-12T11:56:52.991460,684,ENDGAME_TAVERN,East,363,40,3
2025-12-12T11:56:53.619119,688,ENDGAME_TAVERN,East,366,39,3
2025-12-12T11:56:54.253579,692,ENDGAME_TAVERN,East,369,38,3
2025-12-12T11:56:54.882833,696,ENDGAME_TAVERN,North,372,37,3
2025-12-12T11:56:55.513934,700,ENDGAME_TAVERN,North,375,36,3
2025-12-12T11:56:56.144298,704,ENDGAME_TAVERN,East,378,35,3
2025-12-12T11:56:56.776148,708,NEAREST_TAVERN,East,381,34,3
2025-12-12T11:56:57.405711,712,ENDGAME_TAVERN,East,382,83,3
2025-12-12T11:56:58.033255,716,ENDGAME_TAVERN,East,383,99,3
2025-12-12T11:56:58.662742,720,ENDGAME_TAVERN,East,384,99,3
2025-12-12T11:56:59.291980,724,ENDGAME_TAVERN,East,385,99,3
2025-12-12T11:56:59.925042,728,ENDGAME_TAVERN,East,386,99,3
2025-12-12T11:57:00.550971,732,ENDGAME_TAVERN,East,387,99,3
2025-12-12T11:57:01.199385,736,ENDGAME_TAVERN,East,388,99,3
2025-12-12T11:57:01.831244,740,ENDGAME_TAVERN,East,389,99,3
2025-12-12T11:57:02.461372,744,ENDGAME_TAVERN,East,390,99,3
2025-12-12T11:57:03.114308,748,ENDGAME_TAVERN,East,391,99,3
2025-12-12T11:57:03.741963,752,ENDGAME_TAVERN,East,392,99,3
2025-12-12T11:57:04.370670,756,ENDGAME_TAVERN,East,393,99,3
2025-12-12T11:57:05.021334,760,ENDGAME_TAVERN,East,394,99,3
2025-12-12T11:57:05.653273,764,ENDGAME_TAVERN,East,395,99,3
2025-12-12T11:57:06.283935,768,ENDGAME_TAVERN,East,396,99,3
2025-12-12T11:57:06.912249,772,ENDGAME_TAVERN,East,397,99,3
2025-12-12T11:57:07.541584,776,ENDGAME_TAVERN,East,398,99,3
2025-12-12T11:57:08.169124,780,ENDGAME_TAVERN,East,399,99,3
2025-12-12T11:57:08.819558,784,ENDGAME_TAVERN,East,400,99,3
2025-12-12T11:57:09.469270,788,ENDGAME_TAVERN,East,401,99,3
2025-12-12T11:57:10.122789,792,ENDGAME_TAVERN,East,402,99,3
2025-12-12T11:57:10.753456,796,ENDGAME_TAVERN,East,403,99,3
2025-12-12T11:57:11.388923,800,WAIT,Stay,404,99,3
