timestamp,turn,decision,move,gold,life,number_of_mines
2025-12-12T12:04:06.606205,192,ATTACK_WEAKEST,East,94,35,4
2025-12-12T12:04:07.235718,196,NEAREST_TAVERN,West,98,34,4
2025-12-12T12:04:07.868437,200,ATTACK_WEAKEST,East,102,33,4
2025-12-12T12:04:08.496723,204,DEFEND_MINE,North,106,32,4
2025-12-12T12:04:09.126975,208,ATTACK_WEAKEST,North,110,31,4
2025-12-12T12:04:09.756926,212,ATTACK_WEAKEST,North,114,30,4
2025-12-12T12:04:10.387759,216,NEAREST_TAVERN,South,118,29,4
2025-12-12T12:04:11.015298,220,DEFEND_MINE,North,122,28,4
2025-12-12T12:04:11.677053,224,NEAREST_TAVERN,South,126,27,4
2025-12-12T12:04:12.304972,228,NEAREST_TAVERN,South,130,26,4
2025-12-12T12:04:12.955834,232,NEAREST_TAVERN,South,134,25,4
2025-12-12T12:04:13.592045,236,NEAREST_TAVERN,West,138,24,4
2025-12-12T12:04:14.219274,240,NEAREST_TAVERN,West,142,23,4
2025-12-12T12:04:14.846958,244,NEAREST_TAVERN,West,146,22,4
2025-12-12T12:04:15.480170,248,NEAREST_TAVERN,West,150,21,3
2025-12-12T12:04:16.107954,252,NEAREST_TAVERN,North,153,20,3
2025-12-12T12:04:16.739252,256,NEAREST_TAVERN,North,156,19,3
2025-12-12T12:04:17.369778,260,NEAREST_TAVERN,West,159,18,3
2025-12-12T12:04:17.996469,264,NEAREST_TAVERN,West,162,17,3
2025-12-12T12:04:18.628789,268,TAKE_NEAREST_MINE,South,163,66,3
2025-12-12T12:04:19.261387,272,TAKE_NEAREST_MINE,East,166,65,3
2025-12-12T12:04:19.888320,276,DEFEND_MINE,South,169,64,3
2025-12-12T12:04:20.514635,280,DEFEND_MINE,East,172,63,3
2025-12-12T12:04:21.166946,284,TAKE_NEAREST_MINE,East,175,62,3
2025-12-12T12:04:21.794214,288,DEFEND_MINE,East,178,61,3
2025-12-12T12:04:22.445731,292,TAKE_NEAREST_MINE,East,181,60,3
2025-12-12T12:04:23.097620,296,TAKE_NEAREST_MINE,North,184,59,3
2025-12-12T12:04:23.727300,300,TAKE_NEAREST_MINE,North,187,58,3
2025-12-12T12:04:24.381471,304,TAKE_NEAREST_MINE,North,190,57,3
2025-12-12T12:04:25.009923,308,TAKE_NEAREST_MINE,North,193,56,3
2025-12-12T12:04:25.639983,312,TAKE_NEAREST_MINE,North,196,55,3
2025-12-12T12:04:26.271452,316,TAKE_NEAREST_MINE,North,199,54,3
2025-12-12T12:04:26.897426,320,DEFEND_MINE,North,202,53,3
2025-12-12T12:04:27.530843,324,ATTACK_NEAREST,North,205,52,3
2025-12-12T12:04:28.156237,328,TAKE_NEAREST_MINE,North,208,51,3
2025-12-12T12:04:28.790656,332,TAKE_NEAREST_MINE,East,211,50,3
2025-12-12T12:04:29.417254,336,TAKE_NEAREST_MINE,East,214,49,2
2025-12-12T12:04:30.047736,340,TAKE_NEAREST_MINE,East,216,48,2
2025-12-12T12:04:30.676665,344,TAKE_NEAREST_MINE,North,218,47,2
2025-12-12T12:04:31.328027,348,NEAREST_TAVERN,West,221,26,3
2025-12-12T12:04:31.954689,352,NEAREST_TAVERN,West,224,25,3
2025-12-12T12:04:32.608125,356,NEAREST_TAVERN,North,227,24,3
2025-12-12T12:04:33.238867,360,NEAREST_TAVERN,North,230,23,3
2025-12-12T12:04:33.866646,364,NEAREST_TAVERN,East,233,22,3
2025-12-12T12:04:34.515483,368,NEAREST_TAVERN,East,236,21,3
2025-12-12T12:04:35.166709,372,NEAREST_TAVERN,East,239,20,3
2025-12-12T12:04:35.827217,376,NEAREST_TAVERN,East,242,19,3
2025-12-12T12:04:36.474651,380,NEAREST_TAVERN,South,245,18,3
2025-12-12T12:04:37.125432,384,NEAREST_TAVERN,South,248,17,3
2025-12-12T12:04:37.777382,388,NEAREST_TAVERN,East,251,16,3
2025-12-12T12:04:38.404398,392,NEAREST_TAVERN,East,254,15,3
2025-12-12T12:04:39.055613,396,NEAREST_TAVERN,East,255,64,3
2025-12-12T12:04:39.685071,400,TAKE_NEAREST_MINE,North,256,99,3
2025-12-12T12:04:40.344375,404,TAKE_NEAREST_MINE,North,259,98,3
2025-12-12T12:04:40.996278,408,TAKE_NEAREST_MINE,West,262,97,3
2025-12-12T12:04:41.644403,412,TAKE_NEAREST_MINE,West,265,96,3
2025-12-12T12:04:42.296473,416,TAKE_NEAREST_MINE,West,268,95,3
2025-12-12T12:04:42.950792,420,TAKE_NEAREST_MINE,West,271,94,3
2025-12-12T12:04:43.574131,424,TAKE_NEAREST_MINE,West,274,93,3
2025-12-12T12:04:44.232328,428,TAKE_NEAREST_MINE,South,277,92,3
2025-12-12T12:04:44.858811,432,TAKE_NEAREST_MINE,South,280,91,3
2025-12-12T12:04:45.486664,436,TAKE_NEAREST_MINE,South,283,90,3
